SequenceLength,SequentialTime(ms),ParallelTime(ms),NumThreads
587,38,27,6
587,38,23,8
588,33,33,2
588,33,45,3
588,33,35,4
588,33,23,6
588,33,25,6
588,33,25,8
589,34,36,2
589,34,38,3
589,34,37,4
589,34,31,6
589,34,37,6
589,34,27,8
590,37,38,2
590,37,38,3
590,37,33,4
590,37,29,6
590,37,32,6
590,37,24,8
591,35,38,2
591,35,37,3
591,35,30,4
591,35,24,6
591,35,25,6
591,35,23,8
592,35,42,2
592,35,38,3
592,35,30,4
592,35,25,6
592,35,24,6
592,35,23,8
593,38,38,2
593,38,40,3
593,38,32,4
593,38,27,6
593,38,25,6
593,38,24,8
594,124,38,2
594,124,42,3
594,124,29,4
594,124,26,6
594,124,26,6
594,124,25,8
595,39,38,2
595,39,37,3
595,39,29,4
595,39,25,6
595,39,25,6
595,39,24,8
596,36,37,2
596,36,38,3
596,36,28,4
596,36,26,6
596,36,27,6
596,36,24,8
597,37,38,2
597,37,37,3
597,37,28,4
597,37,25,6
597,37,28,6
597,37,24,8
598,37,37,2
598,37,39,3
598,37,28,4
598,37,26,6
598,37,30,6
598,37,28,8
599,37,39,2
599,37,38,3
599,37,30,4
599,37,26,6
599,37,26,6
599,37,24,8
600,37,38,2
600,37,38,3
600,37,28,4
600,37,27,6
600,37,26,6
600,37,25,8
601,37,38,2
601,37,38,3
601,37,29,4
601,37,28,6
601,37,26,6
601,37,24,8
602,37,38,2
602,37,38,3
602,37,29,4
602,37,26,6
602,37,29,6
602,37,25,8
603,37,38,2
603,37,38,3
603,37,30,4
603,37,27,6
603,37,27,6
603,37,28,8
604,38,38,2
604,38,38,3
604,38,32,4
604,38,30,6
604,38,26,6
604,38,24,8
605,35,141,2
605,35,54,3
605,35,32,4
605,35,24,6
605,35,24,6
605,35,23,8
606,35,40,2
606,35,36,3
606,35,27,4
606,35,24,6
606,35,24,6
606,35,23,8
607,35,35,2
607,35,36,3
607,35,26,4
607,35,28,6
607,35,29,6
607,35,23,8
608,34,35,2
608,34,34,3
608,34,32,4
608,34,24,6
608,34,23,6
608,34,25,8
609,35,38,2
609,35,37,3
609,35,38,4
609,35,25,6
609,35,27,6
609,35,32,8
610,35,35,2
610,35,38,3
610,35,29,4
610,35,26,6
610,35,24,6
610,35,23,8
611,39,35,2
611,39,35,3
611,39,27,4
611,39,26,6
611,39,28,6
611,39,23,8
612,36,34,2
612,36,40,3
612,36,29,4
612,36,26,6
612,36,25,6
612,36,26,8
613,39,35,2
613,39,39,3
613,39,35,4
613,39,28,6
613,39,31,6
613,39,27,8
614,50,43,2
614,50,41,3
614,50,43,4
614,50,28,6
614,50,26,6
614,50,47,8
615,40,38,2
615,40,38,3
615,40,43,4
615,40,28,6
615,40,49,6
615,40,33,8
616,41,37,2
616,41,57,3
616,41,28,4
616,41,39,6
616,41,27,6
616,41,24,8
617,37,37,2
617,37,38,3
617,37,28,4
617,37,26,6
617,37,25,6
617,37,24,8
618,36,37,2
618,36,36,3
618,36,28,4
618,36,26,6
618,36,26,6
618,36,24,8
619,36,37,2
619,36,37,3
619,36,28,4
619,36,26,6
619,36,25,6
619,36,24,8
620,36,38,2
620,36,42,3
620,36,31,4
620,36,36,6
620,36,26,6
620,36,26,8
621,37,39,2
621,37,37,3
621,37,29,4
621,37,28,6
621,37,30,6
621,37,25,8
622,51,41,2
622,51,37,3
622,51,31,4
622,51,30,6
622,51,28,6
622,51,35,8
623,38,42,2
623,38,39,3
623,38,30,4
623,38,27,6
623,38,29,6
623,38,25,8
624,38,39,2
624,38,39,3
624,38,29,4
624,38,27,6
624,38,39,6
624,38,30,8
625,39,40,2
625,39,39,3
625,39,30,4
625,39,27,6
625,39,27,6
625,39,26,8
626,39,39,2
626,39,41,3
626,39,35,4
626,39,30,6
626,39,29,6
626,39,29,8
627,49,55,2
627,49,64,3
627,49,46,4
627,49,34,6
627,49,41,6
627,49,33,8
628,50,52,2
628,50,43,3
628,50,40,4
628,50,30,6
628,50,36,6
628,50,28,8
629,46,42,2
629,46,53,3
629,46,32,4
629,46,29,6
629,46,28,6
629,46,27,8
630,41,41,2
630,41,42,3
630,41,33,4
630,41,28,6
630,41,28,6
630,41,37,8
631,41,46,2
631,41,47,3
631,41,33,4
631,41,31,6
631,41,29,6
631,41,27,8
632,41,42,2
632,41,42,3
632,41,32,4
632,41,29,6
632,41,29,6
632,41,28,8
633,47,44,2
633,47,43,3
633,47,32,4
633,47,30,6
633,47,29,6
633,47,30,8
634,41,50,2
634,41,42,3
634,41,34,4
634,41,34,6
634,41,30,6
634,41,41,8
635,41,51,2
635,41,48,3
635,41,35,4
635,41,30,6
635,41,30,6
635,41,28,8
636,45,44,2
636,45,44,3
636,45,38,4
636,45,38,6
636,45,30,6
636,45,28,8
637,51,43,2
637,51,50,3
637,51,34,4
637,51,34,6
637,51,122,6
637,51,33,8
638,44,45,2
638,44,48,3
638,44,34,4
638,44,33,6
638,44,40,6
638,44,29,8
639,51,54,2
639,51,47,3
639,51,38,4
639,51,30,6
639,51,40,6
639,51,32,8
640,45,53,2
640,45,53,3
640,45,36,4
640,45,36,6
640,45,33,6
640,45,30,8
641,48,47,2
641,48,48,3
641,48,34,4
641,48,40,6
641,48,32,6
641,48,29,8
642,48,46,2
642,48,66,3
642,48,37,4
642,48,37,6
642,48,35,6
642,48,29,8
643,50,50,2
643,50,49,3
643,50,51,4
643,50,86,6
643,50,33,6
643,50,41,8
644,48,48,2
644,48,51,3
644,48,45,4
644,48,34,6
644,48,37,6
644,48,33,8
645,52,47,2
645,52,46,3
645,52,45,4
645,52,33,6
645,52,33,6
645,52,30,8
646,46,51,2
646,46,48,3
646,46,38,4
646,46,31,6
646,46,37,6
646,46,31,8
647,46,46,2
647,46,46,3
647,46,35,4
647,46,31,6
647,46,32,6
647,46,30,8
648,45,46,2
648,45,46,3
648,45,35,4
648,45,36,6
648,45,31,6
648,45,33,8
649,45,46,2
649,45,46,3
649,45,35,4
649,45,32,6
649,45,32,6
649,45,33,8
650,45,49,2
650,45,48,3
650,45,36,4
650,45,33,6
650,45,32,6
650,45,30,8
651,46,46,2
651,46,47,3
651,46,34,4
651,46,31,6
651,46,31,6
651,46,29,8
652,44,44,2
652,44,46,3
652,44,35,4
652,44,31,6
652,44,31,6
652,44,30,8
653,43,45,2
653,43,44,3
653,43,35,4
653,43,31,6
653,43,33,6
653,43,31,8
654,44,44,2
654,44,43,3
654,44,34,4
654,44,33,6
654,44,29,6
654,44,29,8
655,42,44,2
655,42,41,3
655,42,33,4
655,42,32,6
655,42,30,6
655,42,28,8
656,40,63,2
656,40,44,3
656,40,35,4
656,40,30,6
656,40,31,6
656,40,25,8
657,42,41,2
657,42,43,3
657,42,31,4
657,42,29,6
657,42,29,6
657,42,25,8
658,40,41,2
658,40,45,3
658,40,36,4
658,40,31,6
658,40,30,6
658,40,50,8
659,39,48,2
659,39,42,3
659,39,37,4
659,39,27,6
659,39,27,6
659,39,27,8
660,38,38,2
660,38,37,3
660,38,33,4
660,38,27,6
660,38,25,6
660,38,26,8
661,35,37,2
661,35,36,3
661,35,26,4
661,35,24,6
661,35,24,6
661,35,29,8
662,35,35,2
662,35,42,3
662,35,28,4
662,35,25,6
662,35,35,6
662,35,24,8
663,35,39,2
663,35,47,3
663,35,28,4
663,35,32,6
663,35,27,6
663,35,24,8
664,37,97,2
664,37,36,3
664,37,28,4
664,37,24,6
664,37,24,6
664,37,23,8
665,39,35,2
665,39,36,3
665,39,27,4
665,39,25,6
665,39,26,6
665,39,23,8
666,35,35,2
666,35,35,3
666,35,27,4
666,35,24,6
666,35,24,6
666,35,23,8
667,36,36,2
667,36,35,3
667,36,27,4
667,36,28,6
667,36,25,6
667,36,23,8
668,35,37,2
668,35,44,3
668,35,27,4
668,35,25,6
668,35,25,6
668,35,23,8
669,35,36,2
669,35,36,3
669,35,27,4
669,35,24,6
669,35,25,6
669,35,25,8
670,36,37,2
670,36,38,3
670,36,30,4
670,36,26,6
670,36,29,6
670,36,27,8
671,42,40,2
671,42,38,3
671,42,30,4
671,42,26,6
671,42,26,6
671,42,24,8
672,37,38,2
672,37,43,3
672,37,31,4
672,37,29,6
672,37,30,6
672,37,25,8
673,38,38,2
673,38,38,3
673,38,28,4
673,38,28,6
673,38,39,6
673,38,26,8
674,46,42,2
674,46,45,3
674,46,30,4
674,46,31,6
674,46,38,6
674,46,179,8
675,46,41,2
675,46,48,3
675,46,38,4
675,46,28,6
675,46,29,6
675,46,36,8
676,41,41,2
676,41,50,3
676,41,50,4
676,41,33,6
676,41,32,6
676,41,29,8
677,42,41,2
677,42,41,3
677,42,40,4
677,42,31,6
677,42,29,6
677,42,28,8
678,48,42,2
678,48,41,3
678,48,31,4
678,48,28,6
678,48,30,6
678,48,28,8
679,42,42,2
679,42,43,3
679,42,33,4
679,42,29,6
679,42,29,6
679,42,29,8
680,42,44,2
680,42,45,3
680,42,42,4
680,42,33,6
680,42,29,6
680,42,33,8
681,42,43,2
681,42,43,3
681,42,35,4
681,42,30,6
681,42,29,6
681,42,33,8
682,44,43,2
682,44,43,3
682,44,33,4
682,44,29,6
682,44,31,6
682,44,28,8
683,42,43,2
683,42,43,3
683,42,33,4
683,42,31,6
683,42,31,6
683,42,28,8
684,42,43,2
684,42,43,3
684,42,35,4
684,42,30,6
684,42,30,6
684,42,30,8
685,45,45,2
685,45,46,3
685,45,39,4
685,45,31,6
685,45,32,6
685,45,29,8
686,52,56,2
686,52,45,3
686,52,34,4
686,52,44,6
686,52,40,6
686,52,36,8
687,49,49,2
687,49,44,3
687,49,36,4
687,49,35,6
687,49,31,6
687,49,30,8
688,44,44,2
688,44,49,3
688,44,33,4
688,44,31,6
688,44,30,6
688,44,34,8
689,47,47,2
689,47,44,3
689,47,34,4
689,47,33,6
689,47,31,6
689,47,29,8
690,46,49,2
690,46,47,3
690,46,35,4
690,46,33,6
690,46,30,6
690,46,27,8
691,43,44,2
691,43,46,3
691,43,34,4
691,43,29,6
691,43,40,6
691,43,30,8
692,46,46,2
692,46,48,3
692,46,36,4
692,46,32,6
692,46,39,6
692,46,41,8
693,75,52,2
693,75,42,3
693,75,41,4
693,75,31,6
693,75,41,6
693,75,30,8
694,42,43,2
694,42,47,3
694,42,33,4
694,42,29,6
694,42,33,6
694,42,28,8
695,45,43,2
695,45,48,3
695,45,36,4
695,45,37,6
695,45,33,6
695,45,30,8
696,44,53,2
696,44,46,3
696,44,35,4
696,44,40,6
696,44,38,6
696,44,35,8
697,60,47,2
697,60,124,3
697,60,36,4
697,60,32,6
697,60,32,6
697,60,30,8
698,51,50,2
698,51,51,3
698,51,38,4
698,51,32,6
698,51,45,6
698,51,35,8
699,66,49,2
699,66,78,3
699,66,54,4
699,66,38,6
699,66,36,6
699,66,39,8
700,47,48,2
700,47,48,3
700,47,44,4
700,47,34,6
700,47,35,6
700,47,35,8
701,51,49,2
701,51,49,3
701,51,38,4
701,51,39,6
701,51,35,6
701,51,33,8
702,49,50,2
702,49,49,3
702,49,37,4
702,49,34,6
702,49,34,6
702,49,38,8
703,55,57,2
703,55,49,3
703,55,40,4
703,55,36,6
703,55,39,6
703,55,36,8
704,48,50,2
704,48,49,3
704,48,38,4
704,48,34,6
704,48,34,6
704,48,32,8
705,52,55,2
705,52,52,3
705,52,47,4
705,52,35,6
705,52,38,6
705,52,34,8
706,51,52,2
706,51,52,3
706,51,40,4
706,51,36,6
706,51,37,6
706,51,34,8
707,54,59,2
707,54,56,3
707,54,44,4
707,54,39,6
707,54,36,6
707,54,36,8
708,52,57,2
708,52,59,3
708,52,46,4
708,52,41,6
708,52,40,6
708,52,40,8
709,73,62,2
709,73,58,3
709,73,42,4
709,73,39,6
709,73,41,6
709,73,47,8
710,74,54,2
710,74,54,3
710,74,51,4
710,74,64,6
710,74,71,6
710,74,100,8
711,229,62,2
711,229,64,3
711,229,44,4
711,229,40,6
711,229,39,6
711,229,37,8
712,56,55,2
712,56,55,3
712,56,42,4
712,56,38,6
712,56,38,6
712,56,36,8
713,52,54,2
713,52,51,3
713,52,39,4
713,52,60,6
713,52,53,6
713,52,46,8
714,50,71,2
714,50,364,3
714,50,70,4
714,50,164,6
714,50,55,6
714,50,59,8
715,119,96,2
715,119,50,3
715,119,39,4
715,119,35,6
715,119,34,6
715,119,36,8
716,55,60,2
716,55,58,3
716,55,40,4
716,55,40,6
716,55,49,6
716,55,38,8
717,52,56,2
717,52,56,3
717,52,48,4
717,52,49,6
717,52,45,6
717,52,36,8
718,54,55,2
718,54,57,3
718,54,43,4
718,54,38,6
718,54,38,6
718,54,37,8
719,53,54,2
719,53,55,3
719,53,42,4
719,53,38,6
719,53,39,6
719,53,37,8
720,56,54,2
720,56,54,3
720,56,44,4
720,56,39,6
720,56,38,6
720,56,37,8
721,54,54,2
721,54,54,3
721,54,42,4
721,54,45,6
721,54,37,6
721,54,36,8
722,57,55,2
722,57,55,3
722,57,43,4
722,57,38,6
722,57,39,6
722,57,36,8
723,54,55,2
723,54,55,3
723,54,43,4
723,54,38,6
723,54,43,6
723,54,36,8
724,55,55,2
724,55,54,3
724,55,43,4
724,55,41,6
724,55,46,6
724,55,46,8
725,60,66,2
725,60,208,3
725,60,66,4
725,60,63,6
725,60,41,6
725,60,39,8
726,62,59,2
726,62,64,3
726,62,56,4
726,62,47,6
726,62,46,6
726,62,45,8
727,65,73,2
727,65,74,3
727,65,55,4
727,65,44,6
727,65,45,6
727,65,45,8
728,62,61,2
728,62,58,3
728,62,51,4
728,62,42,6
728,62,53,6
728,62,45,8
729,67,61,2
729,67,59,3
729,67,45,4
729,67,37,6
729,67,37,6
729,67,35,8
730,53,51,2
730,53,51,3
730,53,39,4
730,53,35,6
730,53,35,6
730,53,33,8
731,50,52,2
731,50,50,3
731,50,37,4
731,50,34,6
731,50,32,6
731,50,31,8
732,46,47,2
732,46,49,3
732,46,38,4
732,46,32,6
732,46,32,6
732,46,31,8
733,47,47,2
733,47,46,3
733,47,36,4
733,47,31,6
733,47,31,6
733,47,29,8
734,45,45,2
734,45,44,3
734,45,37,4
734,45,31,6
734,45,31,6
734,45,28,8
735,43,42,2
735,43,42,3
735,43,33,4
735,43,34,6
735,43,32,6
735,43,31,8
736,45,45,2
736,45,43,3
736,45,33,4
736,45,30,6
736,45,30,6
736,45,28,8
737,51,48,2
737,51,51,3
737,51,45,4
737,51,31,6
737,51,31,6
737,51,29,8
738,43,45,2
738,43,48,3
738,43,43,4
738,43,38,6
738,43,62,6
738,43,35,8
739,49,47,2
739,49,46,3
739,49,36,4
739,49,33,6
739,49,33,6
739,49,31,8
740,48,54,2
740,48,51,3
740,48,39,4
740,48,33,6
740,48,34,6
740,48,29,8
741,45,48,2
741,45,45,3
741,45,37,4
741,45,36,6
741,45,34,6
741,45,30,8
742,45,190,2
742,45,47,3
742,45,43,4
742,45,35,6
742,45,37,6
742,45,32,8
743,44,45,2
743,44,46,3
743,44,35,4
743,44,32,6
743,44,32,6
743,44,32,8
744,57,59,2
744,57,56,3
744,57,40,4
744,57,40,6
744,57,42,6
744,57,46,8
745,50,63,2
745,50,53,3
745,50,38,4
745,50,39,6
745,50,33,6
745,50,33,8
746,46,47,2
746,46,46,3
746,46,35,4
746,46,31,6
746,46,33,6
746,46,34,8
747,50,47,2
747,50,49,3
747,50,35,4
747,50,31,6
747,50,32,6
747,50,29,8
748,46,47,2
748,46,54,3
748,46,37,4
748,46,32,6
748,46,33,6
748,46,31,8
749,46,48,2
749,46,50,3
749,46,37,4
749,46,54,6
749,46,33,6
749,46,32,8
750,47,48,2
750,47,49,3
750,47,43,4
750,47,35,6
750,47,33,6
750,47,31,8
751,50,58,2
751,50,49,3
751,50,44,4
751,50,34,6
751,50,36,6
751,50,34,8
752,52,53,2
752,52,49,3
752,52,40,4
752,52,37,6
752,52,36,6
752,52,42,8
753,52,53,2
753,52,57,3
753,52,40,4
753,52,36,6
753,52,35,6
753,52,33,8
754,57,51,2
754,57,54,3
754,57,39,4
754,57,36,6
754,57,34,6
754,57,41,8
755,51,56,2
755,51,52,3
755,51,42,4
755,51,45,6
755,51,35,6
755,51,42,8
756,51,55,2
756,51,55,3
756,51,39,4
756,51,36,6
756,51,52,6
756,51,36,8
757,60,54,2
757,60,60,3
757,60,49,4
757,60,37,6
757,60,37,6
757,60,34,8
758,53,56,2
758,53,58,3
758,53,42,4
758,53,38,6
758,53,45,6
758,53,37,8
759,55,56,2
759,55,55,3
759,55,42,4
759,55,39,6
759,55,47,6
759,55,38,8
760,56,61,2
760,56,57,3
760,56,45,4
760,56,38,6
760,56,39,6
760,56,37,8
761,60,57,2
761,60,55,3
761,60,47,4
761,60,38,6
761,60,41,6
761,60,36,8
762,56,55,2
762,56,62,3
762,56,43,4
762,56,39,6
762,56,38,6
762,56,37,8
763,55,56,2
763,55,57,3
763,55,43,4
763,55,39,6
763,55,38,6
763,55,39,8
764,56,61,2
764,56,57,3
764,56,47,4
764,56,43,6
764,56,41,6
764,56,42,8
765,59,63,2
765,59,65,3
765,59,55,4
765,59,58,6
765,59,56,6
765,59,53,8
766,77,78,2
766,77,75,3
766,77,56,4
766,77,49,6
766,77,55,6
766,77,103,8
767,157,97,2
767,157,86,3
767,157,75,4
767,157,90,6
767,157,56,6
767,157,53,8
768,58,59,2
768,58,62,3
768,58,50,4
768,58,67,6
768,58,79,6
768,58,58,8
769,67,70,2
769,67,75,3
769,67,128,4
769,67,48,6
769,67,46,6
769,67,44,8
770,63,62,2
770,63,62,3
770,63,47,4
770,63,42,6
770,63,50,6
770,63,47,8
771,66,67,2
771,66,67,3
771,66,73,4
771,66,45,6
771,66,46,6
771,66,46,8
772,78,79,2
772,78,68,3
772,78,51,4
772,78,46,6
772,78,46,6
772,78,49,8
773,68,70,2
773,68,74,3
773,68,56,4
773,68,54,6
773,68,51,6
773,68,44,8
774,68,68,2
774,68,69,3
774,68,52,4
774,68,47,6
774,68,46,6
774,68,45,8
775,63,62,2
775,63,65,3
775,63,89,4
775,63,51,6
775,63,46,6
775,63,40,8
776,68,67,2
776,68,62,3
776,68,90,4
776,68,66,6
776,68,52,6
776,68,52,8
777,62,83,2
777,62,68,3
777,62,162,4
777,62,83,6
777,62,68,6
777,62,93,8
778,107,115,2
778,107,116,3
778,107,98,4
778,107,77,6
778,107,64,6
778,107,56,8
779,68,218,2
779,68,245,3
779,68,88,4
779,68,123,6
779,68,123,6
779,68,74,8
780,86,93,2
780,86,159,3
780,86,128,4
780,86,92,6
780,86,90,6
780,86,77,8
781,122,122,2
781,122,229,3
781,122,95,4
781,122,97,6
781,122,93,6
781,122,68,8
782,222,115,2
782,222,124,3
782,222,91,4
782,222,94,6
782,222,146,6
782,222,78,8
783,129,104,2
783,129,77,3
783,129,62,4
783,129,56,6
783,129,61,6
783,129,71,8
784,223,207,2
784,223,82,3
784,223,79,4
784,223,188,6
784,223,85,6
784,223,80,8
785,168,85,2
785,168,82,3
785,168,66,4
785,168,57,6
785,168,59,6
785,168,57,8
786,84,95,2
786,84,114,3
786,84,72,4
786,84,153,6
786,84,76,6
786,84,56,8
787,80,80,2
787,80,80,3
787,80,61,4
787,80,87,6
787,80,68,6
787,80,54,8
788,74,79,2
788,74,75,3
788,74,59,4
788,74,51,6
788,74,52,6
788,74,51,8
789,69,73,2
789,69,72,3
789,69,57,4
789,69,55,6
789,69,52,6
789,69,52,8
790,69,74,2
790,69,77,3
790,69,119,4
790,69,125,6
790,69,66,6
790,69,47,8
791,66,76,2
791,66,72,3
791,66,54,4
791,66,59,6
791,66,60,6
791,66,53,8
792,65,69,2
792,65,73,3
792,65,56,4
792,65,50,6
792,65,50,6
792,65,50,8
793,64,67,2
793,64,70,3
793,64,54,4
793,64,49,6
793,64,49,6
793,64,46,8
794,62,65,2
794,62,67,3
794,62,50,4
794,62,46,6
794,62,46,6
794,62,46,8
795,59,64,2
795,59,202,3
795,59,49,4
795,59,46,6
795,59,46,6
795,59,44,8
796,61,65,2
796,61,64,3
796,61,49,4
796,61,46,6
796,61,45,6
796,61,48,8
797,60,64,2
797,60,63,3
797,60,50,4
797,60,45,6
797,60,46,6
797,60,43,8
798,61,64,2
798,61,64,3
798,61,51,4
798,61,46,6
798,61,47,6
798,61,52,8
799,63,66,2
799,63,68,3
799,63,50,4
799,63,47,6
799,63,48,6
799,63,49,8
800,61,67,2
800,61,65,3
800,61,52,4
800,61,46,6
800,61,47,6
800,61,46,8
801,61,66,2
801,61,71,3
801,61,51,4
801,61,46,6
801,61,47,6
801,61,47,8
802,72,83,2
802,72,64,3
802,72,62,4
802,72,54,6
802,72,47,6
802,72,47,8
803,66,78,2
803,66,80,3
803,66,56,4
803,66,50,6
803,66,52,6
803,66,51,8
804,103,109,2
804,103,73,3
804,103,55,4
804,103,53,6
804,103,52,6
804,103,46,8
805,65,70,2
805,65,82,3
805,65,95,4
805,65,53,6
805,65,55,6
805,65,53,8
806,77,125,2
806,77,122,3
806,77,84,4
806,77,56,6
806,77,54,6
806,77,55,8
807,70,83,2
807,70,79,3
807,70,64,4
807,70,54,6
807,70,55,6
807,70,53,8
808,73,111,2
808,73,136,3
808,73,167,4
808,73,223,6
808,73,136,6
808,73,74,8
809,102,80,2
809,102,83,3
809,102,61,4
809,102,60,6
809,102,156,6
809,102,173,8
810,80,91,2
810,80,98,3
810,80,65,4
810,80,59,6
810,80,65,6
810,80,116,8
811,99,86,2
811,99,97,3
811,99,81,4
811,99,86,6
811,99,79,6
811,99,77,8
812,97,82,2
812,97,82,3
812,97,69,4
812,97,127,6
812,97,142,6
812,97,129,8
813,110,117,2
813,110,82,3
813,110,66,4
813,110,61,6
813,110,59,6
813,110,63,8
814,84,86,2
814,84,82,3
814,84,67,4
814,84,64,6
814,84,67,6
814,84,171,8
815,225,154,2
815,225,123,3
815,225,98,4
815,225,89,6
815,225,92,6
815,225,95,8
816,81,93,2
816,81,199,3
816,81,100,4
816,81,87,6
816,81,99,6
816,81,76,8
817,103,88,2
817,103,87,3
817,103,66,4
817,103,56,6
817,103,57,6
817,103,62,8
818,83,346,2
818,83,91,3
818,83,67,4
818,83,58,6
818,83,60,6
818,83,55,8
819,73,80,2
819,73,76,3
819,73,62,4
819,73,59,6
819,73,112,6
819,73,58,8
820,74,78,2
820,74,79,3
820,74,58,4
820,74,54,6
820,74,51,6
820,74,50,8
821,71,74,2
821,71,78,3
821,71,65,4
821,71,52,6
821,71,53,6
821,71,51,8
822,71,75,2
822,71,75,3
822,71,68,4
822,71,51,6
822,71,51,6
822,71,51,8
823,67,81,2
823,67,115,3
823,67,60,4
823,67,55,6
823,67,52,6
823,67,51,8
824,69,303,2
824,69,76,3
824,69,58,4
824,69,103,6
824,69,109,6
824,69,70,8
825,70,81,2
825,70,76,3
825,70,64,4
825,70,50,6
825,70,53,6
825,70,64,8
826,69,71,2
826,69,74,3
826,69,58,4
826,69,55,6
826,69,51,6
826,69,50,8
827,69,74,2
827,69,90,3
827,69,65,4
827,69,53,6
827,69,54,6
827,69,62,8
828,68,72,2
828,68,84,3
828,68,75,4
828,68,59,6
828,68,59,6
828,68,55,8
829,70,78,2
829,70,75,3
829,70,59,4
829,70,54,6
829,70,66,6
829,70,60,8
830,78,87,2
830,78,80,3
830,78,58,4
830,78,53,6
830,78,53,6
830,78,51,8
831,69,75,2
831,69,73,3
831,69,56,4
831,69,49,6
831,69,51,6
831,69,47,8
832,65,71,2
832,65,70,3
832,65,56,4
832,65,48,6
832,65,49,6
832,65,47,8
833,67,74,2
833,67,70,3
833,67,56,4
833,67,50,6
833,67,54,6
833,67,51,8
834,66,72,2
834,66,78,3
834,66,64,4
834,66,50,6
834,66,51,6
834,66,48,8
835,67,135,2
835,67,121,3
835,67,114,4
835,67,82,6
835,67,105,6
835,67,51,8
836,66,86,2
836,66,77,3
836,66,53,4
836,66,52,6
836,66,52,6
836,66,188,8
837,157,151,2
837,157,137,3
837,157,78,4
837,157,116,6
837,157,79,6
837,157,53,8
838,75,80,2
838,75,103,3
838,75,84,4
838,75,87,6
838,75,70,6
838,75,75,8
839,77,85,2
839,77,83,3
839,77,60,4
839,77,56,6
839,77,57,6
839,77,57,8
840,91,82,2
840,91,92,3
840,91,189,4
840,91,124,6
840,91,125,6
840,91,56,8
841,92,86,2
841,92,83,3
841,92,72,4
841,92,243,6
841,92,81,6
841,92,99,8
842,135,208,2
842,135,164,3
842,135,230,4
842,135,87,6
842,135,87,6
842,135,92,8
843,123,210,2
843,123,156,3
843,123,208,4
843,123,99,6
843,123,194,6
843,123,112,8
844,245,126,2
844,245,114,3
844,245,134,4
844,245,93,6
844,245,191,6
844,245,123,8
845,127,198,2
845,127,216,3
845,127,120,4
845,127,97,6
845,127,118,6
845,127,101,8
846,309,215,2
846,309,138,3
846,309,87,4
846,309,106,6
846,309,75,6
846,309,88,8
847,123,119,2
847,123,481,3
847,123,114,4
847,123,98,6
847,123,166,6
847,123,81,8
848,102,181,2
848,102,181,3
848,102,136,4
848,102,79,6
848,102,141,6
848,102,80,8
849,140,137,2
849,140,115,3
849,140,98,4
849,140,118,6
849,140,88,6
849,140,88,8
850,211,102,2
850,211,202,3
850,211,143,4
850,211,88,6
850,211,96,6
850,211,79,8
851,126,125,2
851,126,98,3
851,126,174,4
851,126,94,6
851,126,104,6
851,126,111,8
852,107,111,2
852,107,105,3
852,107,192,4
852,107,91,6
852,107,134,6
852,107,74,8
853,94,87,2
853,94,100,3
853,94,70,4
853,94,243,6
853,94,180,6
853,94,81,8
854,191,107,2
854,191,95,3
854,191,89,4
854,191,84,6
854,191,104,6
854,191,76,8
855,79,85,2
855,79,90,3
855,79,73,4
855,79,65,6
855,79,67,6
855,79,63,8
856,117,113,2
856,117,96,3
856,117,75,4
856,117,63,6
856,117,272,6
856,117,174,8
857,201,151,2
857,201,184,3
857,201,122,4
857,201,97,6
857,201,139,6
857,201,73,8
858,323,115,2
858,323,134,3
858,323,193,4
858,323,91,6
858,323,79,6
858,323,153,8
859,250,181,2
859,250,126,3
859,250,96,4
859,250,97,6
859,250,79,6
859,250,126,8
860,460,150,2
860,460,139,3
860,460,91,4
860,460,88,6
860,460,87,6
860,460,83,8
861,111,117,2
861,111,92,3
861,111,75,4
861,111,69,6
861,111,93,6
861,111,77,8
862,100,103,2
862,100,102,3
862,100,69,4
862,100,71,6
862,100,92,6
862,100,86,8
863,82,90,2
863,82,90,3
863,82,85,4
863,82,101,6
863,82,72,6
863,82,89,8
864,146,103,2
864,146,95,3
864,146,69,4
864,146,73,6
864,146,73,6
864,146,70,8
865,89,102,2
865,89,114,3
865,89,78,4
865,89,84,6
865,89,79,6
865,89,109,8
866,100,167,2
866,100,122,3
866,100,86,4
866,100,65,6
866,100,65,6
866,100,89,8
867,88,90,2
867,88,89,3
867,88,77,4
867,88,73,6
867,88,86,6
867,88,211,8
868,141,109,2
868,141,120,3
868,141,101,4
868,141,116,6
868,141,117,6
868,141,116,8
869,113,144,2
869,113,121,3
869,113,94,4
869,113,83,6
869,113,89,6
869,113,95,8
870,217,114,2
870,217,108,3
870,217,70,4
870,217,67,6
870,217,66,6
870,217,60,8
871,86,130,2
871,86,117,3
871,86,71,4
871,86,65,6
871,86,62,6
871,86,58,8
872,86,101,2
872,86,94,3
872,86,69,4
872,86,60,6
872,86,68,6
872,86,66,8
873,93,162,2
873,93,163,3
873,93,96,4
873,93,62,6
873,93,65,6
873,93,62,8
874,82,91,2
874,82,83,3
874,82,65,4
874,82,60,6
874,82,60,6
874,82,57,8
875,80,83,2
875,80,84,3
875,80,72,4
875,80,60,6
875,80,59,6
875,80,56,8
876,79,83,2
876,79,83,3
876,79,64,4
876,79,59,6
876,79,56,6
876,79,55,8
877,77,82,2
877,77,82,3
877,77,65,4
877,77,59,6
877,77,89,6
877,77,62,8
878,79,84,2
878,79,82,3
878,79,61,4
